Código;Nombre;Dirección;C.P.;Municipio;Pedanía;Teléfono;Fax;Email;URL Real;URL Corta;Latitud;Longitud;Descripción;Categoría;Foto 1;Foto 2;Foto 3;Foto 4;Foto 5;Foto 6;Foto 7;Foto 8;Foto 9;Foto 10;Foto 11;Foto 12;Foto 13;Foto 14;Foto 15;Foto 16;Foto 17
6515;FIESTAS PATRONALES SAN BARTOLOMÉ APÓSTOL;;;Librilla;LIBRILLA;;;;;;;;<p style='margin-left:72pt'><span style='font-size:11pt'>Librilla celebra sus fiestas patronales en honor a San Bartolom&eacute, en el mes de agosto. En el transcurso de las mismas se celebran numerosos actos: religiosos, folcl&oacute,ricos, juegos infantiles, desfile de carrozas, diversas actividades deportivas y culturales y la tradicional cuca&ntilde,a.</span></p><p style='margin-left:72pt'><span style='font-size:11pt'>El evento m&aacute,s t&iacute,pico y tradicional de estas fiestas se celebra el 22 de agosto: &ldquo,Las Pitanzas&rdquo,. La Pitanza es un panecillo redondo de aproximadamente 20 gramos que se lanza a millares desde el balc&oacute,n del Ayuntamiento. Se trata de una celebraci&oacute,n tradicional, &uacute,nica y singular en la geograf&iacute,a espa&ntilde,ola y que parece hundir sus ra&iacute,ces en la Edad Media. Se desconoce la raz&oacute,n principal por la que se tiraba estos panecillos, pero la tradici&oacute,n dice que se repart&iacute,a entre los pobres para que el d&iacute,a del patr&oacute,n fuese un d&iacute,a de festividad y con menos fatigas.</span></p><p style='margin-left:72pt'><span style='font-size:11pt'>El ritual de &ldquo,Las Pitanzas&rdquo, comienza por la ma&ntilde,ana con la recogida de la harina. Las autoridades, miembros de las pe&ntilde,as y cuantas personas del pueblo quieran, recorren la localidad acompa&ntilde,ados de una banda de m&uacute,sica y recogiendo casa por casa una bolsa de harina. Posteriormente las panader&iacute,as de la localidad realizan los panecillos con esa harina para lanzarlos desde el Ayuntamiento cuando llega la noche.</span></p><div>&nbsp,</div><div>&nbsp,</div><div>&nbsp,</div>;;;;;;;;;;;;;;;;;;
7501;Fiestas Patronales Santiago de la Ribera;Explanada Barnuevo;30720;San Javier;SANTIAGO DE LA RIBERA;968 573 700;;cultura@sanjavier.es;;;;;<h2>Santiago Ap&oacute,stol.</h2><p>Se celebra el d&iacute,a 25 de Julio en Santiago de la Ribera, la programaci&oacute,n suele incluir&nbsp, actividades deportivas, actuaciones de m&uacute,sica, castillo de fuegos artificiales,&nbsp, procesi&oacute,n, carnaval de verano y una exhibici&oacute,n a&eacute,rea acrob&aacute,tica de la Patrulla &Aacute,guila.</p>;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-7501-1p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-7501-2p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-7501-5p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-7501-4p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-7501-3p_g.jpg;;;;;;;;;;;;
8799;FIESTAS PATRONALES VIRGEN DEL ROSARIO DE TORRE PACHECO;RADAR (Recinto de Actividades Deportivas, Aire Libre y Recreativas;30700;Torre Pacheco;;968 577108;;festejos@torrepacheco.es;;;;;<p style='margin-left:-14.2pt'>Durante la primera quincena del mes de octubre, Torre Pacheco se viste de gala para celebrar sus Fiestas patronales en honor a la<strong> Virgen del Rosario</strong>. Estas comienzan con el famoso <strong>&ldquo,Chupinazo&rdquo, </strong>que da pie a m&aacute,s de una semana de diversi&oacute,n asegurada.</p><p style='margin-left:-14.2pt'>El programa de fiestas ofrece una amplia y variada oferta de actividades religiosas, culturales y l&uacute,dicas, dedicadas a sorprender y entretener a pachequeros y dem&aacute,s visitantes. Destacan entre otras, la inauguraci&oacute,n del recinto de pe&ntilde,as, la ofrenda de flores, el desfile de <strong>Carrozas de Papelillo</strong>, el bando de la huerta, el d&iacute,a rociero o los 40 Pop Torre Pacheco.</p><p style='margin-left:-14.2pt'>El 7 de Octubre festividad de la <strong>Patrona</strong>, es el d&iacute,a grande que da inicio con un magn&iacute,fico pasacalles y &ldquo,despert&aacute,&rdquo, a cargo de la Agrupaci&oacute,n Musical Ntra. Sra. del Pasico, acompa&ntilde,ando a la Reina de fiestas y su Corte de Honor. Le sucede la Santa Misa dedicada a la patrona terminando con un concierto tambi&eacute,n a cargo de dicha agrupaci&oacute,n musical. Por la tarde tiene lugar la Procesi&oacute,n de La Virgen del Rosario y al caer la noche se festeja con un Castillo de fuegos artificiales, terminando la jornada con espect&aacute,culos en la Plaza del Ayuntamiento.</p><p style='margin-left:-14.2pt'><strong>El RADAR</strong> (Recinto de Actividades Deportivas, Aire libre y Recreativas) es el centro neur&aacute,lgico donde se celebran la mayor&iacute,a de actos, con un gran escenario para las pe&ntilde,as y recibir a todos los visitantes.</p>;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-8799-1p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-8799-2p_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-8799-3p_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-8799-4p_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-8799-5p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-8799-6p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-8799-7p_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-8799-8p_g.JPG;;;;;;;;;
7245;Fiestas San Isidro Cehegín;;;Cehegín;CEHEGÍN;;;;;;;;;;;;;;;;;;;;;;;;;;
7345;FIESTAS TRINITARIOS Y BERBERISCAS;;;Torre Pacheco;;;;;;;;;<p style='margin-left:-14.2pt'>Las <strong>Fiestas Trinitario-Berberiscas</strong> nacieron en <strong>1996</strong> por iniciativa de <strong>D. Jos&eacute, Miguel Rodr&iacute,guez</strong>, historiador e investigador de la Villa de Torre Pacheco. Los actos rememoran las temidas <strong>incursiones berberiscas</strong> que atacaron las costas del Mar Menor y el Campo de Cartagena durante los siglos XV, XVI y XVII y dificultaron el poblamiento de esta zona. Estos ataques crearon la necesidad de levantar <strong>torres</strong> vig&iacute,as que pudieran servir de refugio, una de ellas en Torre Pacheco.</p><p style='margin-left:-14.2pt'>En un principio, los actos de trinitarios y berberiscos formaban parte de las fiestas patronales de Torre Pacheco, que se celebran en el mes de octubre en honor de la Virgen del Rosario. Sin embargo, en <strong>2004</strong>, ante el &eacute,xito de participaci&oacute,n y de p&uacute,blico que a&ntilde,o tras a&ntilde,o estaban teniendo las fiestas, los organizadores decidieron dotarlas de personalidad propia y trasladarlas al primer fin de semana del mes de <strong>junio</strong>, fecha en la que se conmemora el aniversario de la muerte del fundador del pueblo:&nbsp,El De&aacute,n Luis Pacheco y la festividad de la Sant&iacute,sima Trinidad,&nbsp,con el fin de darle entidad propia a dichas fiestas.</p><p style='margin-left:-14.2pt'>Existen dos bandos:</p><ul>	<li><strong>Bando Trinitario:</strong>&nbsp,representa a los primeros pobladores de estas tierras, y en concreto a la familia Pacheco relacionada con los religiosos de la Orden Trinitaria que desde el S. XV al XIX tuvieron presencia en nuestra localidad y ten&iacute,an como labor la lucha por la libertad de presos y la redenci&oacute,n de cautivos. Los monjes Trinitarios en Torre Pacheco llegaron a poseer la finca m&aacute,s grande que la orden administr&oacute, en el Reino de Murcia.</li></ul><p style='margin-left:21.8pt'>Compuesto por: Frailes, Campesinos de Hoya Morena, Soldados del Rey, Soldados Mosqueteros, Hu&eacute,rfanas y Venteras.</p><p style='margin-left:21.8pt'>&nbsp,</p><ul>	<li><strong>Bando Berberisco:</strong> Barba Roja y su corte, Cautivos, Hur&iacute,es, Amed el Mansou, Morato Arr&aacute,ez, Cachidiablo, etc. que atemorizaban a la poblaci&oacute,n con sus incursiones en la comarca del Mar Menor.</li></ul><p style='margin-left:-14.2pt'>&nbsp,</p><p style='margin-left:-14.2pt'><strong>Antonio Roca y Rafa Ib&aacute,&ntilde,ez</strong> compusieron la primera marcha musical de estas fiestas:&nbsp,<strong>&ldquo,Bajo la Torre&rdquo,</strong>, considerada el&nbsp,Himno de los Trinitarios. M&aacute,s tarde el propio Antonio Roca compuso la&nbsp,Marcha Berberisca&nbsp,titulada:&nbsp,<strong>&ldquo,Horuc&rdquo,</strong>.</p><p style='margin-left:-14.2pt'>Durante las fiestas, cientos de habitantes de Torre Pacheco dan vida a soldados, frailes, campesinos, piratas, trovadores y personajes de &eacute,poca, recreando el pasado medieval de la villa, tanto en los desfiles y las batallas como en los numerosos actos que incluye el programa de fiestas.</p><p style='margin-left:-14.2pt'>Las actividades est&aacute,n ambientadas con un <strong>Mercado Medieval</strong>, destacando el <strong>Gran Acto Trinitario Berberisco y el Gran Desfile</strong>. Adem&aacute,s, podr&aacute,n degustar la gastronom&iacute,a pachequera realizando <strong>&ldquo,La Ruta del pincho Trinitario-Berberisco&rdquo,</strong>. Todo ello se completa con conciertos, espect&aacute,culos, degustaciones, queimadas, actos y visitas culturales, conferencias y exposiciones.</p>;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-7345-2p_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-7345-5p_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-7345-4p_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-7345-3p_g.JPG;;;;;;;;;;;;;
5414;Hogueras de San Sebastián;Pza. del Castillo, s/n;30430;Cehegín;CEHEGÍN; 968 723 550;;oficinaturismo@cehegin.es;www.turismocehegin.es;;-1.800328;38.097921;En la noche de la Fiesta de San Sebastián, los vecinos realizan una peculiar romería portando antorchas hasta una gran hoguera en honor al santo. La tradición surgió para pedir al santo ser protegidos contra las pestes o los fuertes vientos. También hay degustación de gastronomía local, romería del santo y bendición de naranjas y flechas. La celebración dura todo un fin de semana a finales de enero.;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-5414-1_g.jpg;;;;;;;;;;;;;;;;
6046;IFELOR;Calle Santa Quiteria;30800;Lorca;;968 47 97 00;;;;;-1.689735;37.673290;<p>Desde tiempos inmemoriales y con la misma ilusi&oacute,n, la ciudad de Lorca despide el verano para dar la bienvenida al mes de septiembre con una feria cuyo calendario de actividades culturales, de recreo, deportivas y comerciales, se desarrollan por todo lo alto. M&uacute,sica, espect&aacute,culos, conciertos, toros, Juegos deportivos del Guadalent&iacute,n, Feria Oficial de Artesan&iacute,a de la Regi&oacute,n de Murcia, atracciones feriales para peque&ntilde,os y mayores, las t&iacute,picas casetas de turrones y t&oacute,mbolas dan forma a la &quot,Feria Grande de Lorca&quot,. Hay que destacar la &quot,Feria de D&iacute,a&quot, que transcurre en el centro de la ciudad, que llena de alegr&iacute,a y bullicio las calles y plazas de Lorca. Al otro lado del r&iacute,o, en el Huerto de la Rueda, la noche se llena de color, de luces, de chiringuitos, m&uacute,sica y conciertos. Durante 10 d&iacute,as har&aacute, disfrutar a lorquinos y visitantes llegados de otras ciudades vecinas.&nbsp,Tambi&eacute,n se celebra en estas fechas la romer&iacute,a de la Virgen de las Huertas, en la que imagen de la Patrona es acompa&ntilde,ada por multitud de fieles en su traslado desde su santuario a otros templos de la ciudad. Coincidiendo con la feria de septiembre, tambi&eacute,n se celebra en el recinto de Santa Quiteria la Feria de Artesan&iacute,a (FERAMUR), donde se presentan productos de artesanos de todo el pa&iacute,s y de naciones invitadas.</p>;;;;;;;;;;;;;;;;;;
6216;Incursiones Berberiscas en el Mar Menor ;Calles y plazas del municipio ;30710;Los Alcázares;LOS ALCÁZARES;968575047;;;https://www.facebook.com/incursionesberberiscas.losalcazares/?fref=ts;;;;;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-6216-1p_g.jpg;;;;;;;;;;;;;;;;
6351;La Agonía;Iglesia de Santa María de la Real;30859;Aledo;;968484422;968484423;empleo@aledo.es;;;-1.573113;37.791674;<p>&nbsp,El Auto Sacramental de la Agon&iacute,a, es uno de los actos emblem&aacute,ticos de la Semana Santa del municipio de Aledo. Este auto, con un estricto sentido religioso, se lleva celebrando en el municipio desde tiempo inmemorial, teniendo lugar cada a&ntilde,o, la tarde del Viernes Santo.</p><p>El auto discurre &iacute,ntegramente en la iglesia, normalmente alrededor de las seis de la tarde,&nbsp, tras la celebraci&oacute,n de los Santos Oficios, siendo el preludio a este acto, el &ldquo,Caracol&rdquo, de &ldquo,Los Armaos&rdquo, en la Plaza del Ayuntamiento.&nbsp, Son &ldquo,Los Armaos&rdquo,, que representan a los legionarios romanos y quienes han de acabar con la vida de Jesucristo, los que llevan a cabo un desfile muy caracter&iacute,stico, dado que al comp&aacute,s de la m&uacute,sica de <em>&ldquo,El 56&rdquo,,</em>un antiguo pasodoble, y en fila, siguiendo a el Capit&aacute,n, van realizando una circulo &nbsp,que cada vez se va &ldquo,enroscando&rdquo, m&aacute,s y m&aacute,s, hasta adoptar la forma parecida al dibujo del caparaz&oacute,n de un caracol, de ah&iacute, el nombre de este desfile. Adem&aacute,s de &ldquo,Los Armaos&rdquo,, las im&aacute,genes de Jes&uacute,s ya en la cruz, La Virgen de los Dolores y San Juan, conformaran los elementos principales de este Auto Sacramental.</p><p>Una vez terminado el &ldquo,Caracol&rdquo, de &ldquo,Los Armaos&rdquo,, un reducido n&uacute,mero de estos romanos se adentran en la iglesia, donde la imagen de Jesucristo ya crucificado, arropado por la Virgen de los Dolores a su derecha, y la imagen de San Juan Evangelista a su izquierda, representando los &uacute,ltimos momentos de agon&iacute,a de Jes&uacute,s en la cruz se muestran frente al altar, tras ellos, un tel&oacute,n pintado por artistas locales recrea m&aacute,s a&uacute,n si cabe la crucifixi&oacute,n de Jesucristo, acompa&ntilde,ado de dos ladrones que son ajusticiados en el mismo instante. La iglesia se transforma as&iacute, en el Monte Calvario, el templo casi en penumbra hace que este espacio se transporte dos mil a&ntilde,os atr&aacute,s, pareciendo que los asistentes a este acto, sean part&iacute,cipes de las &uacute,ltimas horas de vida de Jes&uacute,s. El pueblo, enmudecido, aguarda expectante lo que ha de ocurrir.</p>;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-6351-1p_g.jpg;;;;;;;;;;;;;;;;
6542;La Candelaria;;30176;Pliego;PLIEGO;968666321;;pliego@pliego.org;www.pliego.org;;;;<p>Esta festividad religiosa tiene lugar el 2 de febrero y conmemora la purificaci&oacute,n de la Virgen Mar&iacute,a y la presentaci&oacute,n de Jes&uacute,s en el templo. &nbsp,En ella, todos los nacidos en Pliego desde la festividad del a&ntilde,o anterior, son llevados por sus madres a la Iglesia Parroquial para ser presentados ante la Virgen y recibir un obsequio por parte del Ayuntamiento.</p>;;;;;;;;;;;;;;;;;;
483;LA NOCHE DE LOS TAMBORES;;30170;Mula;;968 661 501;;turismo@aytomula.es;www.mula.es;;-1.490731;38.041788;<p>Si hay una noche singular en Mula es la &#39,Noche de los Tambores&#39,. Las cajas de los tambores no dejan de sonar en la localidad desde el Martes Santo a las 12 de la madrugada hasta el Mi&eacute,rcoles santo a las 4 de la tarde. Desde el siglo XIX no ha habido a&ntilde,o que Mula falte a esta tradici&oacute,n que estaba ligada antiguamente al buen comportamiento de los habitantes de la Villa y las prohibiciones de andar por las calles con tambores si no es dentro de una procesi&oacute,n. Tras la ca&iacute,da del franquismo los tambores comenzaron a tener el respaldo de las autoridades, que vieron en esta costumbre una fiesta original y que ofrec&iacute,a un car&aacute,cter distintivo al municipio. Esto ayud&oacute, considerablemente a que en 2009&nbsp, fuese reconocida como Fiesta de Inter&eacute,s Tur&iacute,stico Nacional.<br />La tradici&oacute,n se repite tambi&eacute,n el Viernes Santo por la ma&ntilde,ana y el Domingo de Resurrecci&oacute,n.</p><p><a href='http://www.murciaturistica.es/es/semana_santa_mula/' target='_blank' title=' Semana Santa de Mula'>M&aacute,s Informaci&oacute,n de la Semana Santa de Mula </a><br /><br /><a href='http://www.murciaturistica.es/es/semana_santa/' target='_blank' title='Especial de Semana Santa región de Murcia'>Todo sobre la Semana Santa en la Regi&oacute,n de Murcia </a></p>;Interés Turístico Nacional;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-483-194_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-483-195_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-483-199_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-483-197_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-483-198_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-483-196_g.jpg;;;;;;;;;;;
6210;Lluvia de Estrellas: lágrimas de San Lorenzo;Albergue Juvenil Cabezo de la Jara;30890;Puerto Lumbreras;CABEZO DE LA JARA;968436153;;oficinadeturismo@puertolumbreras.es;;;;;;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/espacios-naturales/recurso-1-6210-1p_g.jpg;;;;;;;;;;;;;;;;
462;Moros y Cristianos;C/ Encomienda, edificio de La Encomienda, 1ª planta;30640;Abanilla;ABANILLA;;;mmccabanilla@gmail.com;http://www.morosycristianosabanilla.org/;http://www.morosycristianosabanilla.org/;;;<p>Durante una semana se suceden pasacalles y desfiles de ambas huestes, que rivalizan en esplendor de sus vestidos y en la marcialidad de los grupos. Todo aderezado por el sempiterno olor a p&oacute,lvora.</p>;Interés Turístico Regional;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img10200247_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/FIESTAS_1_462_49_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img10200248_g.jpg;;;;;;;;;;;;;;
8841;PORTISUM JABEGA;EL PORTUS;;Cartagena;EL PORTÚS;;;;;;;;;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-8841-1p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-8841-2p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-8841-5p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-8841-4p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-8841-3p_g.jpg;;;;;;;;;;;;
8042;Prendimiento;c/ mayor, 14;30420;Calasparra;CALASPARRA;669480980;;oficinadeturismodecalasparra@gmail.com;http://www.turismocalasparra.es/index.php/es/vive/semana-santa;www.turismocalasparra.es;;;;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-8042-1p_g.jpg;;;;;;;;;;;;;;;;
477;Procesión del Cristo de los Mineros;;;La Unión;;;;;;;;;<p>Junto a la riqueza folcl&oacute,rica de sus trovos y sus cantes, aquellos que cada a&ntilde,o dan pie a su famoso Festival Internacional del Cante de Las Minas, guarda La Uni&oacute,n, una peculiar vocaci&oacute,n semanasantera, cuya solera cuenta con tantos a&ntilde,os como lo que la ciudad carga a sus espaldas. T&eacute,ngase en consideraci&oacute,n que la Cofrad&iacute,a del Nazareno lleg&oacute, a ostentar los t&iacute,tulos de Real e Ilustre otorgados por Isabel II en 1862. Se ofrecen en la Uni&oacute,n, unos singulares desfiles pasionarios que tienden, cada d&iacute,a m&aacute,s a encontrar su propia identidad, en la que destaca el importante concurso nacional de saetas de cada Jueves Santo. La Saeta nace en La Uni&oacute,n, cuando la &quot,jondura flamenca&quot, y la Semana Santa se cruzan en la luna llena de abril. Ning&uacute,n cante tan atado a un tiempo y a un escenario tan determinado, cante de estaci&oacute,n y situaci&oacute,n. Aunque nada sabemos del momento en que las primeras saetas nadaron en el denso aire de nuestra sierra, hoy resultan imprescindibles en la noche del Jueves Santo, seguidas con religioso silencio.<br /><br />Vale la pena, de igual modo, presenciar el Santo Entierro de Cristo, al atardecer del Viernes Santo, cortejo que se inicia con el bello paso de la llamada &quot,convocatoria&quot, y que se cierra con la Soledad, de hechuras dieciochescas &quot,lirio de luto&quot,, la llam&oacute, el poeta, imagen que luce un t&iacute,pico &quot,trono de pi&ntilde,a&quot, iluminado por trescientas tulipas.<br /><br /><a href='http://www.murciaturistica.es/es/semana_santa_la_union' target='_blank' title=' Semana Santa de La Unión'>M&aacute,s Informaci&oacute,n de la Semana Santa de La Uni&oacute,n </a><br /><br /><a href='http://www.murciaturistica.es/es/semana_santa/' target='_blank' title='Especial de Semana Santa región de Murcia'>Todo sobre la Semana Santa en la Regi&oacute,n de Murcia </a></p>;Interés Turístico Regional;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img262002185_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img262002186_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img262002190_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img262002188_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img262002189_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img262002187_g.jpg;;;;;;;;;;;
8709;Procesión del Cristo de los Pescadores; Iglesia de Santa María del Mar. Cabp de Palos;30370;La Manga;LA MANGA Cartagena;;;;;;-0.702029;37.631478;<p>La Semana Santa en Cabo de Palos se celebra con una &uacute,nica procesi&oacute,n que saca a la calle la cofrad&iacute,a del Sant&iacute,simo Cristo de los Pescadores.</p><p>Es en la noche del Jueves Santo cuando San Pedro, Jes&uacute,s Nazareno, Sant&iacute,simo Cristo de los Pescadores y Nuestra Sant&iacute,sima Virgen Dolorosa, desfilan por el puerto y las calles del pueblo. Los cuatro tronos, escoltados por los hermanos cofrades, tambi&eacute,n van acompa&ntilde,ados por un nutrido grupo de ni&ntilde,os y sus padres, todos ataviados con el t&iacute,pico chubasquero marinero de color amarillo y haciendo sonar las t&iacute,picas caracolas, dando as&iacute, un especial y singular toque marinero a esta procesi&oacute,n.</p>;Otras;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-8709-1p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-8709-2p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-8709-6p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-8709-4p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-8709-5p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-8709-3p_g.jpg;;;;;;;;;;;
8789;PROCESIÓN MARINERA DE LA VIRGEN DEL CARMEN;Iglesia Sta. María de Mar;;La Manga;LA MANGA Cartagena;;;;;;;;<p>Cada verano, el 16 de julio, Cabo de Palos rinde homenaje a su patrona, la Virgen del Carmen.</p><p>Tras el acto religioso en la iglesia de Sta. Mar&iacute,a del Mar, la Virgen, acompa&ntilde,ada por mujeres ataviadas a la antigua usanza de las pescadoras y al son de las caracolas, hace el recorrido hasta el puerto donde embarca para realizar la tradicional procesi&oacute,n mar&iacute,tima. En la traves&iacute,a por la bah&iacute,a tambi&eacute,n se recuerda a los marinos fallecidos lanzando una corona de flores al mar.</p>;Otras;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-8789-1p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-8789-3p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-8789-2p_g.jpg;;;;;;;;;;;;;;
7395;Procesión marítima Virgen de la Asunción;;;Los Alcázares;;;;;;;;;;;;;;;;;;;;;;;;;;;
6140;PROCESIONES SEMANA SANTA MULA;;30170;Mula;;968 661 501;;turismo@aytomula.es;www.mula.es;mula.es;;;<p><strong>Domingo de Ramos.</strong></p><p>Procesi&oacute,n de Jes&uacute,s Triunfante y Santiago Ap&oacute,stol desde la Parroquia de Santo Domingo en el que desfila los pasos: Jes&uacute,s Triunfante, Santiago Ap&oacute,stol, Mar&iacute,a de Cleof&aacute,s, San Juan, y Virgen de la Paz de la Hermandad de Nuestro Padre Jes&uacute,s Nazareno.</p><p>Itinerario: el de costumbre. A la llegada a la Plaza del Ayuntamiento, recepci&oacute,n de Jes&uacute,s Triunfante a las distintas im&aacute,genes.</p><p>Horario: 10:30</p><p><strong>Mi&eacute,rcoles Santo.</strong></p><p>Procesi&oacute,n de la Samaritana desde la Ermita de Nuestra Se&ntilde,ora del Carmen, en la que desfilan los pasos: La Samaritana (1946), Oraci&oacute,n del Huerto (1953), El Prendimiento (1952), Ecce Homo (1946), San Pedro (2008), San Juan (1944) y Virgen de Los Dolores (1956).</p><p>Itinerario: el de costumbre.</p><p>Horario: 20:00 horas</p><p><strong>Jueves Santo</strong></p><p>Procesi&oacute,n de Nuestro Padre Jes&uacute,s Nazareno desde la Parroquia de Santo Domingo de Guzm&aacute,n en la que desfilan los Pasos: Cristo de la Columna (1952), Jes&uacute,s Nazareno (1946), La Ver&oacute,nica (1947) y el Se&ntilde,or de la Ca&iacute,da (1961), Cristo de la Agon&iacute,a (1943), Santiago Aposto (2002), San Juan (1961) y Virgen de los Dolores (1943)</p><p>Itinerario: el de costumbre.</p><p>Horario: 19:30</p><p><strong>Viernes Santo</strong></p><p>Procesi&oacute,n del Santo Entierro desde la Parroquia de Santo Domingo de Guzm&aacute,n en la que desfilan los Pasos: La Piedad (1951), Cristo Yacente(1948), La Soledad del Calvario (1962), Mar&iacute,a Magdalena (1948), San Juan (1961) y la Virgen de la Soledad (1941), esta ultima perteneciente a la Hermandad de Nuestra Se&ntilde,ora del Carmen y que desfila en esta procesi&oacute,n.</p><p>Itinerario: el de costumbre. Al finalizar en la Plaza del Ayuntamiento, despedida de im&aacute,genes y reverencias al Cristo Yacente.</p><p><strong>Domingo de Resurrecci&oacute,n</strong></p><p>Procesi&oacute,n del Resucitado desde el Real Monasterio de La Encarnaci&oacute,n, en la que desfilan los Pasos: &Aacute,ngel Triunfante (1995), &Aacute,ngeles en el Sepulcro (2008), Jes&uacute,s Resucitado (1990), Mar&iacute,a Salome (1997) y Nuestra Se&ntilde,ora de los &Aacute,ngeles (2012).</p><p>Desde la Parroquia de Santo Domingo: Mar&iacute,a Magdalena (1948) y Santiago Ap&oacute,stol (2002).</p><p>A las 10:00 en la Plaza del Ayuntamiento, a la llegada de la procesi&oacute,n se produce el &ldquo,Encuentro&rdquo,.</p><p>A la llegada del &Aacute,ngel Triunfante, &Aacute,ngeles en el Sepulcro, Jes&uacute,s Resucitado, Mar&iacute,a Salome y Nuestra Se&ntilde,ora de los &Aacute,ngeles al Real Monasterio de La Encarnaci&oacute,n, se celebra un concierto a cago de la Agrupaci&oacute,n Musical Averroes de Cieza.</p><p>Itinerario: el de costumbre.</p><p>Horario: 08:30</p>;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-6140-2p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-6140-1p_g.jpg;;;;;;;;;;;;;;;
